LOCODE,LAT,LON
PRARR,17.9667,-66.0667
PRGUX,17.9667,-66.9167
PRGUY,17.9667,-66.8167
PRPJO,17.95,-66.1833
PRPYA,18.05,-65.8333
PRSAL,17.9667,-66.25
PRSJU,18.45,-66.0833
PRSBS,18.3,-66.9667
PRSIG,18.4663338,-66.1057217
SVAPO,13.8,-89.1667
SVSSO,13.7457869,-89.4978411
SVLLD,13.4833,-89.3167
SVNCU,13.6333,-89.25
SVAQJ,13.5957,-89.8270894
SVSAL,13.6929403,-89.2181911
SXMAR,18.0667,-63.0667
SXPHI,18.0167,-63.0333
SXSXM,18.05,-63.1167
TTCRN,10.6833,-61.6
TTCHV,11.3167,-60.55
TTCLA,10.35,-61.4667
TTCVA,10.4167,-61.45
TTGUA,10.1333,-61.0333
TTPOS,10.65,-61.5167
TTFPT,10.2167,-61.5333
TTFRE,10.45,-61.417
TTPTS,10.4077455,-61.4924377
TTSFE,10.283333,-61.466667
USAEK,33.8167,-88.55
USAB3,40.3833,-74.25
USA8C,42.1667,-70.8833
USDST,39.2833,-80.35
USIAB,44.6167,-67.75
USDIA,43.9333,-90.6
USAFK,58.0,-152.7667
USAF5,41.0167,-94.1833
USAA2,30.35,-88.1
USAHU,29.7833,-82.4833
USYAN,45.4333,-84.7833
USAL7,38.9667,-77.6333
USAXR,38.8,-77.0333
USAGQ,42.1667,-88.3
USEDL,33.0,-81.3
USATX,43.1333,-71.45
USAL3,31.5167,-93.65
USXAM,44.3167,-91.9167
USAPY,40.95,-73.9333
USAFA,43.15,-72.3667
USXAK,36.8,-98.65
USZAD,32.4,-97.2
USAMF,40.9667,-72.15
USALC,30.5833,-81.45
USNKO,35.0667,-98.2333
USACQ,42.05,-73.6333
USAXZ,37.7,-97.1333
USNQH,42.6667,-70.6833
USVFR,35.1,-80.1
USYAS,27.9,-97.15
USIOA,41.95,-95.4667
USAEZ,43.3833,-94.4667
USA22,40.55,-78.5333
USOAX,46.3333,-117.05
USTHN,45.8,-118.4833
USTBH,34.7,-76.7333
USAHZ,40.4,-74.0333
USATR,29.9667,-93.8667
USVR9,38.5667,-90.8667
USVAU,38.1,-79.3167
USYAO,39.05,-84.9
USAGV,32.4333,-86.65
USAOU,33.3333,-118.3167
USAV9,42.6333,-73.55
USANW,39.6333,-106.5167
USAZL,32.8833,-97.5333
USGAJ,47.5167,-95.4
USFL8,25.8833,-80.1167
USLDK,29.8333,-91.55
US2BY,42.9,-73.8667
USBA7,30.9833,-103.7333
USBAL,39.2833,-76.6167
USRGA,46.7833,-88.5
USBG7,39.75,-74.2167
USZBP,30.1167,-97.3167
USBTH,43.9,-69.8167
USAFH,35.4667,-76.8
USBTR,30.45,-91.1333
USAFV,43.1,-73.4333
USBN9,40.5,-86.8333
USYBZ,44.6,-92.45
USBD3,37.4,-84.8833
USBI2,45.65,-85.55
USBKO,45.3833,-93.8667
USZGG,35.75,-96.0667
USYYX,38.7,-90.3167
USYBD,34.3,-88.7833
USBPV,35.5333,-76.6167
USB44,39.6333,-84.0667
USBE8,40.5667,-73.8333
USEWO,40.6,-78.3333
USBNC,38.05,-122.15
USIJM,46.25,-119.4833
USBCI,38.3167,-75.2167
USEIE,36.6667,-89.9667
US3BR,39.6333,-121.4
USBVV,36.3667,-93.5667
USRWK,29.6833,-91.2167
USBBA,38.5333,-75.05
USEHL,33.9333,-83.7167
USBEX,40.6167,-75.3667
USBCL,34.9167,-77.7667
USBSM,36.2347791,-88.0853146
USIGS,38.9833,-75.3167
USGQJ,45.2833,-96.45
USBWH,35.0,-92.6167
USAFM,45.0667,-69.8833
USIWO,45.6667,-91.55
USXY2,41.3167,-82.35
USWO4,44.9333,-89.2
USBDS,35.3667,-79.7833
USHWJ,39.7833,-105.4833
USBZZ,39.9833,-82.8
USBV6,34.85,-83.9333
USLXW,40.5,-79.8667
USOOM,45.1,-91.4833
USBI8,30.4,-81.5167
USLUF,43.6333,-94.1
USBCG,26.7333,-82.25
USDHB,38.3333,-123.05
USZZB,33.9333,-83.5333
USB27,37.9,-122.6833
USZBI,43.55,-73.65
USYBG,44.75,-93.8333
USYBY,30.7833,-85.6667
USBF6,48.6833,-116.3167
USOYH,43.85,-69.6333
USYTH,47.75,-122.2
USUSA,41.15,-87.8833
USTUB,29.9,-90.3833
USYBN,42.3833,-71.7
USBYZ,45.2167,-85.0
USBRA,46.1833,-123.4333
USBHF,32.2667,-89.9833
USBNP,41.7,-71.1833
USBM4,46.0167,-85.0333
USBCW,41.7667,-70.0833
USBFJ,41.15,-73.8167
USBHC,40.9333,-72.3
USBDB,43.15,-75.9667
USB7S,43.55,-97.5
USB2N,47.6667,-122.8833
USBB8,41.9,-72.5333
USBM3,38.6333,-84.8333
USTSZ,36.9833,-84.6167
USBOC,41.7833,-71.95
USBOY,40.7333,-73.9333
USBKQ,39.4167,-85.0
USQXY,39.9667,-74.5833
USBWB,39.8333,-86.3833
USBV8,40.0167,-79.8833
USBRO,25.9,-97.4833
USZVB,43.6167,-88.4833
USBHI,45.45,-91.2667
USBCM,39.6667,-79.6333
USBCH,46.3667,-96.65
USBFY,39.9333,-82.4667
USB2V,32.3167,-84.5167
USFFO,38.6167,-81.9833
USZBA,39.0333,-89.95
USULO,40.2333,-79.95
USBHJ,39.0333,-84.7167
USQRI,35.55,-89.7833
USBNH,44.6833,-69.4333
USBNB,41.6167,-87.1333
USBNI,35.9167,-82.3
USBS9,41.0833,-75.0
USBUI,41.4167,-84.8667
USBUJ,38.7833,-84.3667
USBU2,40.0667,-121.55
USXYB,42.1167,-89.25
USYCZ,36.8667,-87.8167
USLBQ,33.8833,-78.5667
USMI3,45.4,-83.7833
USCDZ,42.7833,-85.5167
USAEO,38.6167,-77.6667
USCBD,45.5667,-93.2167
USAMG,43.0,-89.0
USCDD,31.9833,-87.2833
USXAE,39.1167,-75.5333
USAQQ,44.2,-69.05
USCMU,35.3333,-79.25
USCUM,42.0167,-73.3333
USCDF,35.5333,-82.7
USCUQ,37.0167,-95.9333
USCUU,37.9167,-86.75
USTPC,34.6833,-77.0667
USCC2,26.5667,-81.95
USXPY,36.9167,-76.0167
USCGF,38.9333,-74.9167
USCAP,34.45,-120.0333
USCGP,36.9667,-121.95
US4CP,26.5167,-82.1833
USCUZ,34.7833,-91.75
USCSJ,42.5333,-71.35
USCNM,32.4167,-104.2167
USCJO,43.4833,-83.4
USZRR,35.9167,-79.0833
USCM9,37.6833,-88.6167
USCWU,39.8,-82.7
USQCH,43.9833,-75.6167
USCGX,36.25,-85.95
USYCE,41.8833,-70.7667
USCIB,28.6833,-81.3333
USRWX,46.9005292,-97.2111999
USCZI,41.9,-86.0
USXSS,36.6833,-93.8667
USOMW,42.6167,-78.05
USC4H,29.5167,-98.5
USXSD,42.3378699,-71.0125206
USCKI,33.3833,-118.4167
USUMO,41.6667,-70.6167
USYCD,33.7833,-116.4667
USQAC,43.1667,-76.5667
USCCS,37.1333,-85.9667
USYU5,35.4333,-120.8833
USZCZ,42.9333,-75.85
USC3B,41.3833,-96.6
USYCG,36.1667,-79.1667
USXZA,39.2167,-81.5
USCDU,43.4,-84.9667
USDIV,45.4,-87.35
USZRH,28.65,-82.0
USCWQ,40.5333,-75.4
USCBS,40.3,-82.7
USL99,39.8,-84.9833
USCWF,45.15,-93.05
USETI,40.9167,-111.8667
USYCP,42.3833,-122.9167
USZCT,39.2167,-92.1333
USVVZ,40.8333,-77.6833
USW6T,38.3833,-82.55
USCGJ,39.8833,-88.7333
USNMH,45.1833,-93.3833
US9CP,38.9667,-97.0167
USP3N,41.15,-73.75
USZOI,40.1333,-79.9
USZGT,32.85,-79.9667
USTS4,40.75,-88.2833
USQCQ,42.2,-79.4667
USDGE,42.1667,-75.8667
USCKG,34.75,-87.9667
USCFF,44.6,-67.9167
USCC8,39.5167,-75.8
USKQC,38.95,-82.1167
USCR5,40.6167,-80.5667
USCFG,42.8833,-72.4667
USXTK,45.3167,-91.65
USQCC,38.9667,-77.0833
USZYN,38.8167,-102.35
USCGW,30.7667,-88.0667
USZCG,33.2833,-86.35
USCI6,36.0,-105.9333
USCJC,48.5899222,-109.2312312
USZCB,29.5667,-98.2333
USZLP,45.15,-93.15
USIS3,40.8333,-73.7833
USZCY,46.4667,-111.9833
USZCC,44.95,-95.3667
USQAI,42.0167,-88.8333
USRNN,34.6833,-91.3
USZDC,41.7833,-79.1
USCWW,34.6167,-83.5333
USYCK,46.1,-123.2
USZCS,42.5333,-83.1333
USQCB,40.3,-78.45
USCN3,34.8667,-83.4
USRXO,39.0333,-122.6667
US2PA,39.9167,-78.3833
USEWG,45.4167,-94.05
USIUH,38.4833,-81.3333
USERN,43.0,-91.65
USCWX,38.6833,-94.6
USCLE,41.5,-81.6667
US2TO,41.6667,-75.55
USIFT,35.3833,-87.9833
USJMX,39.3667,-106.1667
USZQC,32.4167,-83.6333
USC4N,30.85,-91.0
USCBT,38.3667,-93.7833
USCWZ,42.55,-88.8667
USCXV,35.1167,-81.2333
USXVR,44.0333,-87.7
USCYI,38.8,-123.0167
USCU2,29.0167,-95.4
USQCN,40.0667,-79.9
USZCV,41.4167,-90.45
USZQZ,36.0167,-84.4167
USCK2,37.5,-76.3833
USC55,32.1,-109.9167
USCOJ,41.5167,-80.05
USCK9,32.7333,-96.8833
USNVV,25.7167,-80.25
USYWW,42.0667,-110.2667
USHQ2,40.8667,-73.45
USQIM,32.7,-89.2
USCU6,42.6333,-91.2
USOFX,36.1,-80.0
USL55,37.9,-121.1333
USYNJ,40.9333,-75.1
USYCU,48.3667,-114.1667
USZEC,34.2,-83.45
USOMM,42.5667,-83.4833
USJQQ,32.1333,-84.3667
USGCL,31.0,-83.8667
USOPB,36.9,-95.9333
USC35,34.7167,-111.9167
USZZC,36.3833,-75.8333
USCD4,32.6833,-117.1667
USTO3,36.9833,-121.8
USCJ8,38.9667,-85.95
US2TT,42.6833,-82.5333
USUGE,38.6667,-96.5
USCP6,38.3667,-76.3833
USYHE,46.6667,-120.7
USCS6,42.35,-73.8
USQCZ,40.85,-99.9833
USZRC,35.2333,-81.0667
USZCE,36.1167,-78.6833
USQAP,40.6667,-79.1833
USC8T,35.5167,-120.5167
USC74,38.15,-78.85
USZCW,41.6,-72.65
USTHU,41.2,-73.8833
USV7X,40.7333,-74.05
USHXD,36.9667,-82.9833
USUDC,36.3833,-87.6167
USUSB,39.2167,-76.5833
USD5W,38.5333,-75.2333
USYDE,44.2667,-88.6667
USDC6,41.6833,-93.95
USAR5,35.3667,-92.4
USDNE,43.25,-89.5
USDHA,30.6,-87.9
USDDR,42.6,-88.7
USDA8,40.3667,-76.9167
USDY2,39.1167,-84.4667
USDU5,30.7167,-86.1
USDRW,44.45,-88.05
USDT4,45.9833,-83.9
USDWX,40.3833,-96.9167
USE5P,36.2333,-81.5
USDP5,38.5167,-122.4667
USFJY,42.15,-88.0833
USDWD,46.4667,-93.8833
USDCB,41.9167,-88.75
USDN2,37.6833,-106.35
USDCI,39.5667,-75.5833
USDVA,42.4833,-78.4833
USYDP,42.2833,-74.9333
USDVQ,40.4,-79.5667
USAL5,33.4333,-85.6833
USDE5,41.3167,-89.3
USQDQ,30.45,-93.4167
USDSR,40.1333,-97.7167
USDSH,41.2,-83.8833
US7AL,34.0167,-88.1667
USDET,42.3167,-83.0333
USQDV,42.55,-71.5667
USDM4,41.7667,-110.5333
USZKN,36.0667,-87.3833
USJHO,38.85,-76.8833
USQDY,43.1,-74.7667
USZDE,37.4667,-108.5
USDSL,31.0333,-84.8667
USDPH,36.6167,-90.8167
USDZM,42.2833,-71.0667
USDOG,42.6333,-86.2
USDR3,38.4333,-120.85
USDKK,42.4833,-79.2667
USDU3,38.35,-79.8667
USDFU,29.0333,-82.45
USDUP,38.5,-90.2
USZDQ,40.3667,-79.85
USZDZ,38.6,-90.9833
USDUH,42.05,-70.6667
USQEY,35.3,-98.55
USERE,35.1833,-81.5333
USEPA,40.6667,-87.4
USQEO,37.2667,-87.5
USQEV,42.4667,-91.2667
USZTB,42.8833,-77.4333
USEQE,42.4833,-90.6333
US4HE,40.8167,-80.6333
USZEF,41.5667,-70.55
USEFN,41.7667,-70.95
USEKB,40.4333,-74.1167
USE2L,41.65,-81.45
USXXY,42.9667,-85.2167
USEM7,44.7333,-67.3833
USEOG,40.7667,-74.2
USYEP,40.8333,-80.5333
USEPY,37.75,-82.7833
USQET,40.9333,-73.1
USTYY,42.7833,-88.4
USZEP,42.15,-71.2
US99W,41.9167,-72.55
USEPM,44.9,-66.9833
USE2D,44.8167,-68.6833
USEDV,37.0833,-88.0667
USEV6,44.7,-72.5333
USZVY,45.3167,-94.5333
USETW,41.3833,-70.5167
USGME,39.2333,-76.45
USQEB,41.8667,-80.1167
USZYL,39.3333,-101.5333
USECP,29.1833,-96.2667
USEHI,38.6667,-121.0667
USEB4,39.2167,-104.5333
USILW,38.5333,-81.9333
USKHW,21.9167,-159.5833
USE3K,37.3,-85.2833
USER2,45.3,-93.5667
USZEM,34.9167,-86.9667
USEKT,36.8,-87.15
USEKZ,44.2333,-96.4833
USEBZ,32.1167,-81.4833
USZEV,32.2333,-84.3
USYEB,35.3167,-81.75
USZEW,33.6,-84.2833
USZEN,39.2333,-86.6167
USZET,41.9,-72.4667
USEQZ,40.85,-80.25
USEL3,34.4167,-119.8833
USEL4,39.5833,-75.1667
USQDM,40.7,-73.7
USERY,43.7333,-90.2667
USEMY,43.6,-97.6167
USEM4,39.2833,-120.6667
USEMG,43.1167,-94.6833
USYEM,32.8667,-95.75
USEPE,29.3833,-89.6
USQRL,39.7667,-75.0
USXEH,40.05,-105.05
USQEW,42.1,-77.1333
USESG,26.4333,-81.8167
USETT,36.0167,-101.9833
USEUD,33.1,-91.25
USEVV,37.9667,-87.55
USEV7,39.25,-84.4167
USQEI,40.2667,-74.8
USZEO,39.3333,-94.2167
USFPL,38.5833,-120.65
USQFY,38.6333,-90.0833
USQFC,41.0167,-79.3167
USFMW,41.55,-88.05
USFMU,34.4333,-84.7
USFPT,41.75,-81.2667
USNJF,39.3667,-75.2167
USTX3,32.5,-97.8
USFSY,40.05,-95.6
USFA3,36.6667,-88.5167
USQFM,41.9167,-77.2333
USF2S,34.2667,-116.9333
USFEL,27.7667,-80.6
USZGU,38.7333,-90.3
USFEB,30.6667,-81.45
USQFI,31.6167,-91.55
USFI3,38.5,-120.75
USZFI,25.7667,-80.1333
USFIK,41.5333,-73.9
USFBF,29.4667,-81.1167
USFI7,30.0833,-81.7167
USFW2,46.9333,-92.9
USFNE,34.7833,-87.6667
USFLZ,38.3833,-105.1333
USYFA,25.45,-80.4833
USFCC,40.3667,-89.8333
USFSQ,43.8167,-73.05
USRA3,39.8667,-121.6667
USFO9,38.4667,-122.8833
USZYF,33.0333,-83.9333
USXFO,42.9333,-88.8333
USFTC,41.45,-96.0167
USQFA,30.5833,-103.8833
USFLL,26.1167,-80.1333
USQFU,40.0833,-104.8
USFTM,40.3167,-74.0333
USFVR,40.4,-84.7667
USTSN,44.9,-93.1667
USFR6,35.4333,-78.4167
USYFX,43.55,-88.9
USFCV,40.9833,-86.8667
USFNF,44.6333,-86.2333
USFAU,38.6333,-82.8333
USYFZ,40.1167,-82.1167
USXZD,40.3,-75.5167
USFDE,38.3031837,-77.4605399
USFZZ,40.6833,-80.25
USFNB,48.0,-122.5333
USXAS,30.4833,-86.1333
USJWY,40.5167,-75.05
USFSP,43.9833,-69.3333
USZFM,38.3167,-75.6167
USGSF,41.4167,-72.0833
USZGQ,41.7167,-77.6333
USGQQ,40.7333,-82.7833
USGG2,45.6,-111.2167
USAWY,35.3167,-89.6
USGVR,43.1833,-73.65
USGBV,40.1000828,-123.79492
USTXU,44.5,-114.2167
USG44,38.85,-120.85
USGT9,32.0167,-102.3667
USNXR,41.6667,-74.15
USGNR,43.1,-93.6
USGNC,35.7,-78.6
USQGT,41.3333,-85.1333
USGA7,41.3833,-73.9333
USGT4,32.0167,-94.3667
USZGZ,41.4333,-90.15
USGHE,38.7333,-85.05
USGBC,40.45,-88.3667
USGID,36.45,-89.9167
USGEZ,42.3167,-72.2
USZLO,45.4833,-90.5833
USOR8,34.1425078,-118.255075
USG2H,41.9,-88.0667
USYNN,38.9667,-76.8
USYGL,31.9333,-81.9167
USGKX,34.1333,-85.1667
USZGE,46.1333,-90.6
USN3E,40.8167,-97.2167
USGCA,40.95,-117.4833
USGLA,45.8167,-120.8167
USQGX,31.4333,-98.5667
USVZZ,37.6833,-77.8833
USGOP,29.9833,-90.4
USLLJ,36.8333,-87.0167
USGVZ,40.0167,-76.1333
USGVA,39.25,-78.3167
USOEN,41.4,-74.3167
USGP2,39.35,-86.6667
USGZB,41.2,-84.9667
USQGB,42.9167,-83.6167
USGZI,38.7167,-90.1167
USGHC,46.9833,-123.95
USYYG,33.8833,-83.95
USGRB,44.5167,-88.0167
USGEB,43.6333,-75.8833
USGP4,41.1,-72.3667
USPA9,41.3167,-75.3
USGNS,39.9167,-81.4667
USQR5,39.0667,-121.8833
USG77,41.5833,-71.9167
USGVB,35.1167,-120.6167
USYGS,29.9333,-93.9167
USGTG,33.45,-82.15
USGDJ,44.5667,-71.5667
USGUG,40.7833,-74.0
USG8Y,35.3167,-92.3333
USGM2,39.65,-106.95
USHS2,46.9333,-94.5167
USHWN,39.9,-85.1667
USHXK,37.09024,-95.712891
USHA7,21.5833,-158.1
USHLJ,36.1333,-88.1667
USHS6,41.9667,-75.75
USHMR,43.9167,-112.2
USHR3,36.9667,-76.35
USH2N,39.7,-78.1833
USHB4,43.85,-82.65
USHS3,45.4333,-84.9833
US5MN,43.7667,-96.1833
USH9R,43.4333,-95.4167
USHB3,44.2667,-123.1667
USZHW,38.85,-76.6167
USHHT,41.9667,-87.8
USZHU,40.85,-74.0667
USHG2,42.6333,-85.2833
USQHA,47.6333,-97.45
USHL5,34.8833,-76.9167
USHZZ,37.9,-86.75
USXVB,28.75,-81.8667
USYHR,40.1667,-97.6
USHR4,42.5,-76.8667
USZEH,34.7,-83.7167
USH99,44.5167,-93.9
USHM4,38.2667,-90.3833
USHXU,38.0167,-122.2833
USRMA,38.7,-91.4333
USHWX,40.65,-73.6833
USYHB,42.55,-113.75
USHM3,36.5667,-89.1833
USHCO,33.1167,-97.0333
USHRQ,38.45,-90.5333
USHR5,47.25,-109.35
USHIF,41.1167,-111.9833
USZHM,37.4,-120.8333
USHHK,41.0,-74.1
USZHT,38.5167,-98.7667
USHLM,42.7833,-86.1
USHRM,36.6167,-93.2
USZPP,40.2,-78.9167
USYHM,41.5167,-73.6333
USHOR,42.6333,-76.1667
USHNL,21.3,-157.85
US9WA,47.4,-123.1333
USQHE,36.85,-101.2
USKSH,43.1,-71.4667
USHO7,41.15,-112.1167
USQHK,42.3333,-91.2333
USHU8,38.4,-90.5667
USHOU,29.75,-95.35
USH4H,40.6333,-74.1833
USYKL,47.5167,-92.1167
USQHT,39.8333,-84.1167
USHSF,28.35,-82.7
USH8N,41.5167,-85.0667
USQHG,33.0833,-79.8
USHV2,41.2833,-76.7167
USHGU,41.4167,-74.6333
USHXF,29.4,-96.0833
USHGW,42.4667,-83.1667
USHN9,37.7167,-93.35
USQIL,33.8833,-94.8167
USIVG,39.25,-119.9833
USYIL,28.0833,-80.5667
USTGB,39.7833,-74.7333
USIO2,42.1667,-73.3333
USIR2,28.5667,-80.8
USYIG,27.8667,-97.2
USZIK,42.7833,-112.25
USQIS,28.8354507,-82.3313955
USIVK,37.6833,-83.9667
USIVA,46.1333,-93.4833
USIUK,34.8,-88.1833
USJQK,36.3167,-84.1833
USJS3,37.55,-83.3667
USJ3C,42.3,-122.95
USJKF,59.45,-151.5167
USJA2,37.7,-76.6833
USJMB,40.35,-74.4333
USJPY,40.95,-72.5833
USJVL,42.6667,-89.0167
USJAY,44.5,-70.2167
USJE2,40.2833,-79.9167
USZJ9,37.9667,-83.8333
USJUK,36.0167,-95.9667
USQJB,40.0333,-74.6833
USKDC,28.6667,-80.7
USJBG,42.3833,-88.25
USJOA,36.1333,-94.1667
USJON,44.5167,-67.6167
USJSA,35.2667,-91.6333
USKAG,58.608,-154.028
USKL9,21.6667,-157.95
USOGG,20.8833,-156.4667
USKA7,21.4,-157.7333
USMKC,39.1,-94.5667
USKW7,43.65,-83.9333
USKAY,41.0333,-111.9333
USKHB,42.6,-83.3333
USKMR,42.95,-78.8667
USC3A,37.9,-122.2667
USKE7,39.2106145,-84.3671619
USKTZ,35.1667,-94.9167
USQKK,41.45,-92.2333
USQKM,43.6667,-114.35
USKWU,44.45,-87.5
USKYP,47.7,-122.6167
USZYK,39.6333,-77.25
USKIH,20.7833,-156.45
USQKC,36.6333,-93.4167
USKWM,37.6833,-77.0
USKGM,39.35,-84.25
USXKW,38.5833,-90.4
USKAB,51.9667,177.5667
USKIS,51.95,177.55
USKXK,43.0833,-70.7333
USKTT,36.0667,-75.7
USK99,38.7667,-93.55
USKW2,34.9667,-96.75
USKPP,40.8333,-80.3167
USKUB,51.8667,-176.5667
USLGK,40.05,-91.5
USXXL,34.25,-117.6333
USZYT,45.45,-91.1
USYFQ,45.2333,-123.1
USL9G,33.0333,-85.0167
USL5A,38.0,-122.7
USLA2,34.25,-117.1833
USLE3,33.6667,-117.3333
USZLG,27.8833,-81.75
USLG2,43.4333,-73.7167
USLU7,41.6833,-74.9833
USLRP,42.7833,-83.2333
USYLP,32.8,-91.1667
US6ER,38.7833,-90.7833
USWCW,34.3167,-78.5
USLS4,40.8833,-122.3833
USLZC,40.0378755,-76.3055144
USLZV,40.9,-74.65
USL54,38.2333,-85.9833
USYLT,32.85,-85.1833
USURE,38.55,-75.5667
USQLR,40.3833,-75.9167
USQLH,39.4667,-82.7333
US5BL,40.45,-74.2333
USLWE,40.6167,-73.7167
USAY5,39.6833,-123.4667
USLUU,44.45,-93.9
USZLT,29.5,-95.0833
USYLB,34.8333,-118.85
USLCF,37.4667,-86.2833
USLLC,34.25,-78.0333
USLMY,38.5333,-90.2667
USLH7,55.1167,-162.4167
USQLO,40.85,-73.9833
USLEQ,40.1833,-83.0
USLWD,37.9333,-86.9
USQDU,39.0167,-92.4833
USLIB,39.2333,-94.4167
USL2P,26.2667,-80.0833
USLIZ,34.7800072,-86.9423801
USYOC,44.9667,-124.0167
USYLD,46.9667,-118.6
USDD6,40.7,-73.9167
USQLF,38.0333,-92.7
USLN5,45.6,-122.7833
USLLB,45.15,-93.1333
USL2D,44.2833,-68.6833
USLTG,42.0167,-78.2
USLHK,39.25,-81.7
USLR3,33.8667,-78.6167
USYLR,34.5167,-117.9667
USLXQ,34.5,-117.8167
USXLT,40.3833,-74.0333
USLO7,42.6,-76.8167
USYLO,39.7833,-75.35
USOIT,28.8333,-96.5333
USLGB,33.7667,-118.1833
USLCJ,40.3,-74.0
USLRC,39.4833,-81.0833
USL9K,27.4,-82.65
USZLW,42.05,-72.5833
USLO9,28.8833,-90.0167
USQLT,40.5,-78.6167
USLLU,34.8,-106.7167
USTSO,35.6167,-119.6833
USQYL,42.7,-73.75
USLO8,28.8833,-90.0167
USLC2,41.2833,-98.9667
USQLI,42.3167,-89.05
USVTT,39.2667,-77.6333
US7SD,46.05,-118.5833
USLWY,36.25,-94.1167
USLB2,44.85,-66.9833
USYLU,34.3833,-83.65
USLP2,44.4167,-84.0167
USLTZ,28.15,-82.45
USLYR,34.4,-85.4
US3WA,45.6833,-121.2833
USQLY,35.9167,-87.3333
USLYM,30.2333,-85.65
US7YT,42.5333,-71.0333
USYVO,36.9333,-76.1
US3SD,37.7667,-81.2
USZAN,46.2,-119.9833
USMP5,42.3333,-89.05
USYMD,47.6333,-122.2667
USINV,30.4,-90.1667
USMG5,47.35,-120.1833
USAQJ,47.8,-122.1
USZMQ,40.1167,-74.0333
USMCR,47.55,-122.5333
USMH8,40.8,-73.7
USZMY,43.0333,-74.7833
USNSV,43.7167,-76.0667
USQMU,39.7833,-75.1667
USZPU,43.1167,-89.3667
USXUY,43.9167,-93.95
USMH2,42.5,-70.85
USMAH,39.8167,-75.4167
USZAY,43.1667,-75.2833
USQMK,39.9667,-85.6
USQMM,43.0333,-85.8167
USMR2,41.3167,-88.7
USNMA,35.7833,-82.6833
USTAW,40.4,-74.2167
USMP2,38.0167,-86.2
USAY7,42.25,-79.5
USQMW,47.05,-123.25
USZWM,36.1,-87.6167
USMF6,43.0167,-89.3
USMKJ,40.45,-80.05
USQMC,36.1,-79.65
USUMQ,43.6167,-85.2167
USMGF,42.2667,-83.1667
USM8N,42.9833,-77.5
USMN5,41.35,-70.7667
USMT6,34.5667,-85.5833
USZXE,32.7667,-91.7833
USMXP,29.9167,-89.9333
USMD5,43.6667,-71.5
USOIS,39.8333,-90.5667
USXXX,44.65,-70.5333
USIYH,25.7833,-80.1333
USZMG,25.9667,-80.2
USM4I,25.85,-80.1833
USIAM,39.6333,-84.2833
USZIX,40.8833,-72.9333
USM44,39.4333,-77.5333
USM2P,34.7167,-77.3333
USM2B,34.2333,-96.5333
USMRQ,39.1667,-84.2833
USMKW,47.85,-122.2
UST9X,30.4667,-96.2
USIPR,33.55,-88.0667
USMW4,38.8833,-81.8667
USMT5,44.6333,-73.1167
USMS6,28.6667,-80.85
USZOH,40.2833,-75.9833
USM47,33.0167,-84.5
USOO9,44.8333,-123.2167
USM9O,40.3167,-73.9667
USM4X,44.25,-72.05
USMY3,36.6,-121.9
USQOR,40.8833,-92.8
USYRE,36.8333,-89.6833
US9OH,41.4333,-81.4167
USM5V,39.4167,-89.45
USMW3,41.55,-91.1
USYMR,45.6833,-121.3833
USINX,44.7833,-89.7
USXZS,39.2,-119.6667
USMTK,40.7833,-76.4
USMGQ,35.2,-80.0
USQHS,40.1167,-77.1833
USYMV,42.75,-78.8833
USMU4,45.1833,-88.4667
USMKI,47.95,-122.3
USMKZ,42.8667,-88.3333
USZMW,35.4,-94.5833
USYMK,40.9167,-96.2667
USZMU,35.0833,-84.0333
USXYS,40.4167,-79.6833
USMKG,43.2167,-86.2333
USMYC,41.35,-71.95
USYNA,46.7167,-120.6833
USNYU,42.5,-73.6
USNAK,42.2833,-71.35
USNVA,30.4,-86.85
USNIJ,21.9667,-159.3667
USNEJ,44.0333,-90.0667
USNZQ,39.8333,-78.1333
USNDA,37.4167,-95.6667
USN8P,41.2833,-89.7833
USNPC,40.2,-74.0167
USNXZ,34.8667,-90.0
USNBD,41.6333,-70.9333
USNBL,38.7167,-92.0833
USBW5,31.3833,-85.9167
USNCY,30.15,-95.2
USNSX,39.3667,-107.15
USZWC,41.0333,-76.8667
USNP7,40.1667,-78.4
US4NJ,43.55,-86.3333
USNFR,39.7333,-76.7
USNH2,38.6,-91.2167
USNHN,42.5,-83.6
USQNN,42.7333,-71.85
USNLI,43.8667,-90.15
USNED,41.0833,-82.4
USXNW,36.5833,-89.5167
USNM2,39.6333,-80.8667
USQZN,37.35,-76.2833
USNPX,40.6833,-74.4
USNSB,29.0333,-80.9333
USN5T,40.6667,-75.75
USNYC,40.7,-74.0
USEWR,40.7333,-74.1667
USZMP,42.8,-70.8667
USAWS,44.0333,-69.5333
USNFE,43.2833,-78.7167
USNOZ,44.8333,-69.2833
USNPO,41.4901024,-71.3128285
USJNP,33.6167,-117.9167
USNNS,36.9667,-76.4167
USNRP,40.4667,-77.1167
USQNE,40.1167,-74.9
USICH,31.5167,-82.6333
USN5B,42.75,-98.0167
USNIX,41.9333,-76.1333
USQNV,38.6833,-77.5667
USNCX,37.35,-80.7
USNI2,38.95,-86.2667
USNAU,33.4667,-81.9833
USN99,25.8333,-80.15
USN4B,38.7,-76.5167
USZGN,41.9833,-71.8833
USNHQ,43.5833,-72.35
USN2R,29.9167,-95.5
USQNM,25.8833,-80.1833
USUHO,44.2667,-70.0167
USNQZ,43.1833,-76.8833
USZNR,41.3,-81.7167
