LOCODE,LAT,LON
ESC9A,39.7333,-0.9667
ESIAS,43.1167,-9.1667
ESCBL,41.0667,1.0667
ESCPL,36.7167,-4.5333
ESCGG,41.8833,2.8167
ESCES,41.5333,1.7
ESCRS,36.9833,-1.8833
ESCNO,43.75,-7.8667
ESCDI,27.9,-15.4
ESCAR,37.6,-0.9833
ESRES,39.5667,-6.4167
ESCAS,39.9833,-0.0333
ESHHU,42.0667,0.6667
ESCSO,43.5333,-7.0333
ESCUR,43.3833,-3.2167
ESCOI,42.6667,-8.7167
ESCED,43.65,-8.05
ESCEL,42.7,-7.05
ESGVA,41.7667,-4.7
ESCCN,42.95,-9.1833
ESCJE,28.0667,-16.75
ESCUD,41.5833,-0.9167
ESDBA,43.3,-2.35
ESDAG,39.2833,-0.8
ESZ8R,42.9,-2.0667
ESEJC,42.1167,-1.1333
ESATO,43.4,-3.8167
ESGCS,39.9667,0.0167
ESMED,28.0333,-16.5333
ESEOO,39.4833,-2.75
ESSOL,39.7667,2.7
ESELV,42.5706068,-2.5433183
ESCC7,39.8167,2.85
ESEDL,42.05,0.25
ESEZC,42.3167,-3.0167
ESFRO,43.4833,-8.25
ESGU6,40.7333,-3.1667
ESFAL,38.7,-1.4333
ESEWE,43.3667,-1.7833
ESGAN,38.9667,-0.1833
ESGRC,28.3667,-16.75
ESGGA,42.3333,3.0667
ESGIJ,43.5333,-5.6667
ESGDR,42.1833,-5.6167
ESGYA,41.6667,1.2167
ESEGR,42.5,-8.8667
ESJUE,40.55,-5.6667
ESHIG,38.1333,-6.6833
ESHLL,42.4333,-2.7667
ESIBZ,38.9,1.4333
ESNCA,39.7167,2.9
ESIUA,43.1667,-2.6333
ESJAV,38.7833,0.1667
ESKLL,40.9,0.8
ESBAT,41.7167,2.55
ESLCG,43.3667,-8.3833
ESGLE,42.1167,3.1333
ESAGD,41.9,-8.8833
ESLRT,27.6167,-17.9833
ESTT2,41.2,1.1333
ESLSL,42.3667,1.45
ESLZR,38.8167,-6.2167
ESLAX,43.2167,-9.0
ESACE,28.9667,-13.5333
ESLAP,42.5,-2.5667
ESCDK,40.55,0.5333
ESNDD,36.75,-2.7333
ESLPA,28.1,-15.4167
ESLEC,43.0,-1.8833
ESLGU,42.9667,-2.6333
ESTG2,41.1667,1.0167
ESLIT,43.3167,-1.9833
ESLLO,41.7,2.85
ES2BL,39.7167,2.8667
ESMRJ,39.4667,-3.5333
ESMAH,39.8833,4.25
ESAGP,36.7167,-4.4167
ESMMA,41.65,2.75
ESMLO,43.4167,-3.8333
ESMAI,43.3167,-8.8
ESMQU,39.7167,-3.8167
ESMSN,41.4833,2.3167
ESMIC,41.6,0.8667
ESMIX,42.6833,-2.95
ESMOA,42.2833,-8.7333
ESMOG,40.4833,-6.05
ESMOJ,37.15,-1.85
ESMTC,41.3833,1.1667
ESMTQ,42.1,2.2
ESMOI,38.7,-2.8667
ESLTV,38.8333,-3.5833
ESCUT,28.05,-14.3333
ESMTU,43.3,-2.3833
ESM8U,43.5667,-7.2667
ESMUN,43.35,-2.8333
ESMLJ,42.4,-2.3167
ESMUS,43.5667,-5.7
ESNJE,42.4167,-2.7333
ESAD6,40.3667,-3.25
ESONS,42.6833,-1.7833
ESOLZ,42.8667,-2.2
ESOND,43.3167,-2.4167
ESOSR,42.9833,-8.4333
ESOTG,43.6667,-7.85
ESOUT,42.85,-8.9
ESPAL,41.85,3.1333
ESPMI,39.5667,2.6333
ESTO9,40.1167,-3.95
ESPBU,42.6333,-3.1
ESPET,39.6167,3.1
ESPIT,42.4167,-1.6167
ESDBO,38.8833,1.4167
ESPSJ,28.1667,-16.8
ESPSO,43.4,-5.65
ESBPM,39.5167,3.0
ESPSL,43.4333,-5.85
ESCHZ,38.4,-6.4
ESLPC,42.6,-8.9333
ESRUZ,28.4167,-16.55
ESHIE,27.7833,-17.9
ESPD3,42.3333,3.2
ESPPS,28.0333,-17.2
ESPDS,39.65,-0.2167
ESPRG,41.9833,1.8667
ESPVA,41.1833,-4.65
ESRA5,41.7167,1.7
ES8TC,37.4667,-0.8167
ESRTA,43.3167,-1.9
ESRBI,42.55,-9.0
ESRPL,42.2,2.1833
ESCAQ,41.1167,0.95
ESOTO,38.9333,-0.25
ESRDE,40.1833,-0.65
ESRUE,41.4167,-4.95
ESSAG,39.6833,-0.2667
ESS9S,42.7833,-1.8833
ESNRA,42.75,-1.65
ESSAS,42.5,-2.75
ESSBT,27.9249459,-15.5730295
ESSCR,40.6167,0.6
ESV8C,42.05,-5.6333
ESLIU,41.7833,2.5833
ESSFO,36.4667,-6.2
ESJRM,42.0167,2.85
ESM8M,43.45,-3.5667
ESSO8,41.4333,-4.45
ESSAP,42.1833,3.0833
ESSRH,41.4833,-5.2833
ESSVI,42.45,-7.0667
ESSVB,43.3833,-4.3833
ESSXX,42.4,-8.8167
ESSP4,42.1833,-8.6333
ESSFU,41.7833,3.0333
ESSFL,41.3833,2.05
ESSJO,41.3667,2.0667
ESSL4,39.8333,4.25
ESSMD,42.1667,2.9833
ESSGD,38.1667,-0.7833
ESSPC,28.6833,-17.7667
ESEUG,42.55,-9.0
ESSTE,38.9833,1.5167
ESSUR,28.4167,-16.4667
ESS8C,42.2167,-5.1
ESAAQ,39.6333,-6.3667
ESRUM,37.9333,-1.1167
ESSNR,43.3333,-3.0333
ES4SS,43.3167,-3.0167
ESHVC,42.4,-8.8
ESRAL,41.4333,1.2333
ESZMF,28.4667,-16.4167
ESSIS,41.8,2.75
ESSIT,41.2333,1.8333
ESSL8,42.5833,-8.7833
ESPTN,42.6833,-9.0167
ESTBZ,41.7,-1.55
ESTAZ,28.6333,-17.9333
ESTJQ,28.5333,-16.35
ESTJF,28.7,-17.95
ESTRR,41.15,1.4
ESLE6,39.4333,-0.4667
ESTKG,41.7167,2.9333
ESTRE,36.8667,-6.1667
ESTDC,42.5667,-5.5833
ESTRU,43.5,-5.7333
ESUIS,43.25,-4.2333
ESURZ,42.7833,-1.45
ESDEJ,40.7,-3.5
ESVCC,41.2333,1.8667
ESV7N,43.1333,-2.15
ESVBN,43.1833,-2.05
ESZZ4,41.5833,-5.9833
ESVIL,42.6,-8.75
ESVLG,41.2167,1.7333
ESALA,42.9833,-2.6333
ESV8M,43.1,-3.2833
ESVIT,42.85,-2.6667
ESVIV,43.6667,-7.6
ESVZM,42.1667,-4.1
ESZ8N,43.2833,-1.7
ESZUE,41.8667,-0.7833
ESBCN,41.33333333,2.166666667
ESVLC,39.45,-0.3
ESALG,36.1333,-5.4333
ESAAW,38.833,1.383
ESABG,28.03333,-16.65
ESABH,43.317,-4.5
ESADI,42.28333,-8.81667
ESADT,39.783,-4.867
ESAEM,40.4843898,-3.3688023
ESALC,38.3459963,-0.4906855
ESAMX,40.233,-4.383
ESARW,43.43333,-2.9
ESATQ,41.183,-4.8
ESAVS,43.5833,-5.9333
ESAYR,39.067,-1.05
ESBBE,36.18333,-5.91667
ESBBJ,28.633,-17.75
ESBCD,43.38333,-4.51667
ESBDA,39.067,-0.55
ESBGG,38.283,-5.817
ESBGJ,42.783,-3.05
ESBLE,43.46667,-8.18333
ESBNU,43.63333,-5.8
ESBOA,40.4122794,-3.8887699
ESBQB,43.73333,-7.7
ESBSL,41.367,-6.1
ESBVJ,39.75,-4.95
ESBZS,42.23333,-8.75
ESCAD,36.5270612,-6.2885962
ESCAY,36.71667,-3.35
ESCBY,42.43333,-8.7
ESCCX,39.067,-0.4
ESCCZ,42.61667,-8.88333
ESCEM,39.71667,3.46667
ESCEU,35.8893874,-5.3213455
ESCFL,40.383,-6.75
ESCGE,41.867,3.083
ESCGR,39.467,-3.6
ESCIN,43.31667,-8.6
ESCMY,43.18333,-9.08333
ESCOS,42.31667,-8.65
ESCPA,37.9,-0.75
ESCQU,40.167,-3.9
ESCRG,37.917,-0.733
ESCRP,39.883,-4.45
ESCRQ,36.6,-4.53333
ESCSN,42.217,-4.85
ESCZT,42.0,-6.017
ESDAA,42.51667,-9.01667
ESDRB,42.25,-8.8
ESEAN,42.9,-9.13333
ESEBO,39.95,-4.567
ESECT,40.7,-3.433
ESEEL,43.53333,-5.38333
ESEEM,43.4,-2.63333
ESEMP,42.25,3.133
ESENG,38.983,-0.683
ESETH,40.133,-2.683
ESETT,42.05,3.2
ESETY,39.36667,2.91667
ESFHG,38.8,-0.88333
ESFLD,38.65,1.583
ESFNC,38.917,-0.167
ESFRA,43.05,-8.283
ESFRM,41.317,-6.383
ESFRN,40.05,4.13333
ESFSL,40.05,-4.2
ESFUE,28.500821,-13.8628367
ESGND,28.05,-16.483
ESGRT,39.9,-5.2
ESGSM,43.3,-8.26667
ESGTL,28.2,-14.017
ESGTX,43.533,-3.017
ESHDD,38.5,-5.15
ESHSN,41.967,-6.883
ESHTY,39.733,-2.833
ESHUV,37.261421,-6.9447224
ESIAL,42.56667,-8.88333
ESIAM,38.16667,-0.48333
ESITE,41.3,-0.75
ESJON,39.9,-4.3
ESLAH,28.0,-15.81667
ESLAK,28.25,-16.85
ESLCT,28.11667,-16.76667
ESLGC,29.217,-13.5
ESLHN,28.65,-17.9
ESLPF,39.583,-1.667
ESLPX,28.15,-15.41667
ESLRC,43.38333,-8.3
ESMBY,42.033,-6.333
ESMCZ,41.15,-4.183
ESMEO,43.38333,-8.33333
ESMET,39.517,-3.083
ESMGA,43.1,-9.217
ESMGN,39.95,-3.917
ESMGR,43.467,-8.25
ESMHR,28.05,-14.36667
ESMIA,43.1,-8.267
ESMIR,38.95,0.0
ESMNF,37.317,-4.017
ESMPG,42.3914848,-8.7020824
ESMRN,37.2,-3.633
ESMUX,43.1,-9.21667
ESNAA,42.65,-2.033
ESNBL,39.983,-3.433
ESNCO,43.2,-8.75
ESNEM,43.43333,-4.83333
ESNLL,40.017,-4.433
ESNRT,39.367,-0.6
ESNTR,40.233,-4.183
ESOLY,39.95,-3.967
ESOMR,39.667,-3.767
ESORJ,36.9,-3.417
ESOVN,43.58333,-6.21667
ESOZL,29.217,-13.45
ESPAB,28.18333,-16.45
ESPAM,28.38333,-16.71667
ESPAN,40.05,-3.833
ESPAS,43.3254703,-1.9301396
ESPCN,39.35,-0.45
ESPCR,39.53333,3.33333
ESPEV,42.8841904,-8.7700609
ESPGU,28.3,-16.367
ESPHD,28.58333,-16.31667
ESPJC,39.2,-0.367
ESPLI,27.767,-15.583
ESPMA,42.58333,-8.95
ESPNJ,42.15,-8.81667
ESPNY,38.983,1.3
ESPOR,43.3182479,-3.0211969
ESPPI,37.81667,-0.75
ESPRE,28.917,-13.7
ESPRO,28.5,-13.867
ESPRT,42.767,-8.95
ESPTM,42.8,-7.617
ESPUC,28.917,-13.667
ESPVG,43.567,-6.633
ESQAE,28.23333,-16.85
ESQAH,28.6,-17.91667
ESQAJ,42.35,3.2
ESQIS,40.1,-4.317
ESRAC,42.4,-8.75
ESRDA,37.517,-5.967
ESRDP,43.3534526,-3.9500105
ESREE,43.43333,-8.2
ESRHR,43.56667,-7.1
ESROM,37.217,-7.117
ESRRS,41.9,-6.183
ESSCI,43.6938309,-7.4415158
ESSCK,28.1,-15.41667
ESSCT,28.4636296,-16.2518467
ESSDG,42.767,-0.333
ESSDR,43.463092,-3.809915
ESSEM,28.5,-16.18333
ESSER,39.683,-0.433
ESSIO,39.367,-2.033
ESSMO,42.0348437,2.3700711
ESSNI,42.56667,-8.98333
ESSNY,39.33333,3.16667
ESSPQ,43.05,-6.067
ESSPT,36.38333,-6.21667
ESSRL,28.13333,-15.7
ESSUM,39.1,0.633
ESSVQ,37.35,-6.0
ESTAG,42.61667,-8.85
ESTAM,28.65,-17.95
ESTAN,27.98333,-15.36667
ESTAR,41.099524,1.205496
ESTBR,41.817,-5.95
ESTDY,43.1,-8.567
ESTHO,37.867,-0.75
ESTRY,39.333,-0.6
ESTTJ,41.51667,-5.4
ESTVC,40.25,-5.683
ESTZN,43.55,-5.4
ESUNR,36.18333,-5.33333
ESURI,39.15,-0.333
ESVEM,42.58333,-8.78333
ESVEN,42.56667,-8.83333
ESVGE,28.53333,-16.4
ESVGO,42.2405989,-8.7207268
ESVIZ,43.56667,-6.83333
ESVJO,39.767,-2.15
ESVZO,43.117,-9.033
ESZJU,42.7,-8.63333
FITKU,60.45,22.2833
FIAJO,65.6667,24.5667
FIAHL,63.7,22.7
FIAKK,62.05,28.4333
FIBAR,59.9667,23.8667
FIPOR,61.4833,21.8
FIPRV,60.4,25.6667
FIRAA,64.6833,24.4833
FIBRA,60.4167,21.05
FIBRO,59.9833,23.0333
FIDLS,60.0167,22.5167
FIDEG,60.1,24.1833
FIDRA,60.0667,22.4667
FITAI,59.9667,23.4333
FIEM2,63.4833,25.6667
FIENK,62.0833,28.9167
FIESP,60.2,24.65
FIEJO,61.2,21.7333
FIFAR,60.2333,20.0167
FIFOG,60.0167,20.4167
FIHMN,60.5667,27.2
FIGDB,60.1333,19.8333
FIGUL,59.95,23.4167
FIHAO,65.0,24.8333
FIHAK,62.3833,22.7167
FILHO,65.2333,25.3167
FIHAR,60.3667,20.4667
FIHIT,59.8833,22.5
FIHIM,64.0667,23.65
FIHMA,64.1667,23.7
FIHVM,61.6333,26.8
FIHOG,59.95,22.3667
FIHOU,60.2167,21.3833
FIIIS,63.55,27.1833
FIIMA,61.1667,28.75
FIINI,60.4,21.4
FIPRS,63.6833,22.7833
FIJAN,60.9,24.6
FIJOE,62.6,29.7667
FIJOU,61.1,28.4833
FIJUS,59.8167,23.5667
FIJYV,62.25,25.7333
FIKPL,61.8167,25.2167
FIKJO,64.25,23.95
FIKK5,61.0833,25.6333
FIKLV,60.3667,26.45
FIKAN,61.75,23.7167
FIKNT,60.0833,24.3833
FIKOK,63.8333,23.1167
FIKAS,60.6167,21.8833
FIKSN,59.9167,22.4
FIKEM,65.7333,24.5667
FIKIM,60.1667,22.75
FIKES,61.8833,29.8333
FISKV,60.3,25.55
FIKIR,60.1667,23.95
FIKTQ,62.1,30.1167
FIKLA,60.5167,27.4667
FIKOJ,60.95,22.9833
FIKOR,60.1667,21.5667
FIKKV,62.6833,22.4667
FIKTK,60.4667,26.9167
FIKVH,59.8667,23.2167
FIKRS,62.2833,21.3833
FIKRO,63.0667,21.5167
FIKUM,60.2667,20.7833
FIKUO,62.8833,27.6833
FIKUR,61.8667,23.7333
FILAK,60.5167,27.1667
FILLO,64.6667,24.4333
FILPJ,63.2,23.6333
FILPP,61.05,28.1833
FILAP,59.9,23.25
FILUK,62.4167,25.95
FILLX,60.3167,22.4
FILSK,60.6333,26.2667
FILVB,60.15,22.55
FILOV,60.45,26.2333
FILUA,60.9167,27.6667
FILUV,61.35,21.6167
FIMAA,63.15,27.3
FIMHQ,60.1,19.95
FIMTY,61.5833,21.4833
FIMRS,60.2,19.7
FIMER,61.85,21.5
FIMIK,61.6833,27.2667
FIMUS,61.0667,28.3
FINLI,60.45,22.0333
FINAU,60.1833,21.9167
FINLS,63.2,28.8333
FINOU,60.6,22.0833
FINUR,63.5333,29.1667
FIUKP,63.5333,22.5333
FISVL,61.8667,28.9
FIUKI,60.8,21.4167
FIOLK,61.2333,21.4833
FIOUL,65.0167,25.4667
FIPAR,60.3,22.3
FIPAH,64.4833,24.3333
FIPRK,61.55,29.5
FIPAA,61.0333,24.35
FIPER,60.45,26.05
FIZBQ,60.45,24.7
FIPT2,63.3833,25.5667
FIPK9,60.4333,22.5167
FIPOH,60.1167,23.55
FIPSI,60.55,27.1667
FIRAU,61.1333,21.5
FIRTR,64.65,24.4167
FIREP,61.6167,21.45
FIRYM,60.3667,21.95
FIRIS,61.5,27.2667
FIRHU,60.5333,21.6667
FIRVN,66.5,25.7167
FIROY,65.75,24.1667
FIRUO,60.5333,26.45
FIRUI,61.9833,24.0833
FISAN,60.2167,22.5
FISSI,61.6,29.4833
FISIP,60.3667,25.2667
FISII,63.0833,27.6667
FISLY,60.5,26.75
FISKI,60.1333,22.4667
FISKU,59.9333,23.3833
FISNA,60.0,23.65
FISVK,60.75,25.2
FISMA,60.5333,27.1167
FISUL,60.4833,26.95
FISBG,60.1333,24.9833
FITHK,61.6333,21.4167
FITVS,60.5667,21.6
FITMP,61.5,23.75
FITSD,60.25,22.3167
FITJO,60.4667,26.3167
FITES,60.05,22.9
FITOJ,62.65,21.1667
FITOK,60.3333,25.5833
FITOR,65.85,24.1833
FITOT,63.2333,22.05
FITVA,59.8333,23.1833
FIUIM,62.9,30.2333
FIULV,61.4333,21.8833
FIUSK,61.2333,24.25
FIVAA,63.1,21.6
FIVJK,64.9,25.1333
FIVRK,62.3167,27.9
FIVIR,61.92411,25.748151
FIVAR,60.3333,23.0
FIWAS,63.1,21.5667
FIVTF,60.05,22.65
FIVEI,65.6833,24.6333
FIVEL,60.4667,21.6667
FIVAS,60.0833,22.7667
FIVRA,62.2333,23.75
FIVKT,61.2167,28.8167
FIVSS,60.2167,25.1833
FIYXP,63.8333,23.0333
FIHEL,60.16666667,24.95
FIBAG,59.88333,23.51667
FIBER,62.98333,21.11667
FIELA,64.4,24.03333
FIHHT,65.73333,24.55
FIHKL,59.85,22.95
FIHKO,59.8270084,22.969172
FIHKP,60.5,21.61667
FIJJR,67.9,24.05
FIJUK,63.233,29.25
FIKEH,60.43333,26.65
FIKKM,65.76667,24.43333
FIKLB,63.3,21.08333
FIKLD,60.16667,22.05
FIKMJ,65.78333,24.51667
FIKNA,59.91667,22.41667
FIKOV,60.08333,19.93333
FIKRA,61.85,21.48333
FIKUU,60.46667,26.95
FIKVN,65.11667,25.31667
FILNK,61.43333,21.46667
FILPN,60.48333,21.48333
FILVN,65.8,24.33333
FIMAR,65.03333,24.56667
FIMKS,65.66667,24.76667
FIMSM,66.1,28.41667
FIMTL,61.58333,21.48333
FIMUL,62.417,24.783
FIMUN,63.483,22.333
FINAM,62.46667,21.13333
FIOLU,65.01667,25.48333
FIPKT,61.0,21.28333
FIPNL,63.2782702,27.3886646
FIPUH,62.1,29.917
FIRIU,65.0,25.2
FISAR,60.1,22.933
FISIL,68.0,26.88333
FISMJ,66.1,27.08333
FISMN,65.65,24.9
FISRK,60.46667,21.91667
FIVRS,64.88333,24.8
FIVSK,69.0388723,26.9975545
FIVSN,60.51667,21.25
FIVTK,65.55,25.11667
FOHYV,62.0333,-6.75
FOKOL,62.1167,-6.8833
FONLS,62.0167,-6.6667
FONSK,62.2167,-7.0
FORVK,62.1167,-6.7167
FOSKA,62.15,-6.7667
FOSRV,62.0667,-7.3
FOSYN,62.2,-7.0167
FOTHO,62.0167,-6.7667
FOTOR,62.0107248,-6.7740852
FOTVO,61.55,-6.8
FOVAG,61.4667,-6.8167
FOEDI,62.3,-7.083
FOHVN,62.3,-6.51667
FOLVK,62.21667,-6.7
FONDG,62.2,-6.73333
FORUN,62.11667,-6.71667
FOSJO,62.1,-6.75
FOSTR,62.117,-6.75
FOTOF,62.1,-6.733
FRABB,50.1,1.8333
FRA86,49.6833,3.3833
FRAGF,44.2,0.6167
FRAWS,47.1667,5.1667
FRAJA,41.9333,8.7333
FRTKU,48.55,5.8167
FRAMS,45.0,-0.5333
FRYMS,49.0167,5.45
FRADB,44.7333,-1.1
FRXAN,45.9333,4.7167
FRANT,43.5833,7.1167
FRAAH,49.45,6.3667
FRAAO,43.9,4.6667
FRARC,44.6667,-1.1667
FRARD,50.85,1.9833
FRTWA,44.7667,-1.1333
FRAXY,49.2,6.2
FRAJR,43.3,2.9
FRAR5,46.586446,1.52282
FRRME,50.6833,2.8833
FRARR,50.2833,2.7833
FRAQS,48.9167,2.2833
FRA84,43.754854,4.14742
FRAUD,48.0167,-4.55
FRAIQ,50.8667,2.0667
FRAEO,49.0667,2.1833
FRAUF,47.8,3.5667
FRAVN,43.95,4.8
FRAYW,49.05,4.0
FRAYT,46.1333,-1.1
FRZLE,43.2833,2.6667
FRNOP,47.6167,-2.9167
FRIBA,48.0,6.2667
FRBLF,43.45,3.6833
FRNTZ,50.0667,3.2
FRBLD,48.7833,5.1667
FRBAI,47.2,-1.6667
FRBAS,44.9,-0.5167
FRBIA,42.7,9.45
FRBQA,50.5167,2.9
FRBAV,47.6167,6.8333
FRWBY,45.05,-0.6
FRBAY,43.5,-1.4833
FRBCA,43.8,4.6333
FRB6P,43.7333,5.7
FRBMT,49.1333,2.3
FRBEC,45.05,-0.6
FRBXU,43.8167,-0.85
FREUE,44.6333,-0.3333
FRBBQ,44.5,-0.7833
FRDBE,47.8667,-4.1167
FRIUS,49.2333,1.3333
FRETB,43.4667,5.1667
FRBEE,43.4833,5.1667
FRYF2,47.8,3.8833
FRBEV,49.4333,0.3667
FRBSN,47.25,6.0333
FR3CG,43.3667,3.4167
FRKJ9,43.35,6.1833
FRTU9,46.4667,3.2667
FRBET,50.5333,2.6333
FRBTU,48.1667,-1.6333
FRIHS,49.9167,2.9167
FRBIQ,43.4833,-1.55
FRBDD,43.4333,-1.5667
FRDNZ,49.1,4.2333
FRIRT,48.9333,7.0333
FREUY,49.05,4.0833
FRYVG,47.4333,5.3667
FRBYE,45.1333,-0.6667
FRBPS,48.8833,6.05
FRWMN,48.3333,7.4167
FRMWF,43.2,2.6
FRYGO,45.2833,4.7667
FRHOB,46.1667,5.4
FRBCQ,48.5167,2.6167
FRBXO,44.2833,4.7333
FRBON,41.3833,9.1667
FRMQP,49.0,3.35
FRHJK,47.0833,5.15
FRBSM,48.7667,2.4833
FRBSC,49.4333,1.1333
FRBOD,44.8333,-0.5833
FRGID,44.8833,-0.6167
FRBG3,44.7833,-0.5
FRBFT,47.6,6.85
FRXBA,43.45,5.4167
FRBHC,50.2833,3.3167
FRBHR,45.5,4.7833
FRFUC,44.3,4.8667
FRUGV,48.8667,2.1333
FRNEG,47.1833,-1.6167
FRUJA,43.3667,3.25
FRAAI,44.8167,-0.5167
FROGB,48.8333,2.25
FRBOL,50.7167,1.6167
FRUUL,43.4167,6.8
FRBH4,45.85,-1.15
FRRTE,45.6667,-0.2333
FRBSG,47.1833,0.05
FRUUO,49.05,3.85
FROJA,45.7167,-0.3
FREZR,46.8833,4.7333
FRGUZ,43.45,3.65
FRQDF,43.9167,4.05
FRZTW,43.25,2.1167
FRQXC,43.4667,5.95
FRAJK,49.05,3.4333
FRBEP,47.1333,5.2167
FRBRQ,50.3333,3.0167
FRBQT,47.5833,6.9667
FREHA,48.0667,-2.6833
FRBES,48.4,-4.4833
FREHY,48.15,5.1167
FR66F,45.7333,0.2333
FRMHT,45.8167,-0.25
FRB2T,49.3333,4.0167
FRBSD,47.4833,-2.0
FRUUC,44.2167,0.4167
FRUFN,47.65,4.2667
FRBYB,45.85,4.5833
FRP5C,50.5833,2.5167
FRUYO,49.0833,2.2
FRXEU,48.05,4.4
FRBXE,48.1167,4.45
FRZUI,44.25,0.2833
FRCAW,49.2833,-0.1167
FRCFR,49.1833,-0.3667
FRCQF,50.95,1.85
FRCLY,42.5667,8.75
FRQZX,45.05,-0.5833
FRPHG,44.0333,1.85
FRQMM,43.7833,4.0333
FRUDP,43.25,5.75
FRZXC,43.1333,2.65
FRCEQ,43.55,7.0167
FRCCK,44.7,-0.2333
FRCBT,43.6333,-1.4333
FRCDX,43.1833,2.55
FRCP3,50.65,2.9667
FRCQQ,44.7833,0.1333
FRC2P,41.3667,9.1833
FRUXL,44.8833,1.35
FRNAC,47.5833,-3.0833
FRVCS,43.8333,3.9833
FRZZU,43.3,6.1833
FRZMB,44.1167,5.1
FRCOZ,43.4,5.0167
FRCDH,44.55,-0.15
FRCQG,44.45,0.2
FRUNL,43.5333,-1.0667
FRCQD,47.85,5.9333
FRCJO,48.05,2.7167
FRCCN,44.6333,-0.3333
FRYXA,47.2667,4.4833
FRCSM,48.95,4.3667
FRCSS,46.7833,4.85
FRCMC,47.0167,5.15
FRCYI,46.8667,4.6833
FRN7E,47.2667,-0.5667
FRC26,45.0667,4.9167
FRAO7,46.5,4.8667
FRHRA,47.5833,5.85
FRCHM,49.7667,4.7167
FRCM4,48.9667,3.2833
FRV88,48.3667,6.2833
FRRTV,49.0833,3.4833
FR69R,45.8667,4.7833
FRCC4,46.8833,4.7
FRCQN,48.15,2.7
FRMHJ,43.4833,5.5667
FRFBG,47.8667,2.2167
FRQWC,43.5,6.0333
FRTCJ,47.8167,2.85
FRCXA,45.0833,5.1333
FRCXS,47.5833,2.75
FRIY8,48.3333,0.0
FRCMT,48.1167,5.1333
FRHAO,48.1667,6.3333
FRC2H,48.8333,-1.6
FRDC2,45.1167,4.75
FRCS5,45.5167,-0.8333
FRHY9,47.95,3.5333
FRCER,49.6333,-1.6167
FRHEY,48.8833,2.7667
FRHIY,49.0333,3.4333
FRHPY,49.9167,2.65
FROOZ,50.1,4.8
FRG8R,44.15,4.6833
FRXLZ,45.1167,-0.45
FRCNG,45.7,-0.3333
FRONY,41.8167,8.9
FRZT7,44.0,4.2833
FRCMR,48.0833,7.35
FRMJY,44.7833,0.5167
FRQYV,43.3167,3.1333
FRRZW,43.6833,3.7667
FRCMP,49.4167,2.8167
FREZX,45.0667,-0.6
FRCOC,47.8833,-3.9167
FRXCB,46.15,4.7167
FRZLL,46.95,4.8
FRZNN,43.8667,3.9333
FRCXY,47.2833,-1.8833
FRZMM,49.25,0.3833
FRZMY,47.4833,1.4
FRQQQ,49.3667,3.9
FRCT2,43.8833,5.1833
FRRAV,47.6833,3.6833
FRRHP,47.944546,-4.299866
FRCR4,47.25,4.6
FRCSD,46.25,4.7833
FRCRL,49.25,2.4833
FRHZK,44.2167,5.1
FRVH4,47.3,2.75
FRMKX,47.15,0.4833
FRQSM,48.9833,3.2333
FRCQR,43.1833,2.8167
FRKLY,43.35,2.95
FRYOG,47.5833,5.9167
FRCCP,44.9667,-0.45
FRUFF,49.4,3.3167
FRCA2,43.25,3.0
FRDAL,49.8167,3.2333
FRDOL,49.3667,0.0667
FRDMV,47.9333,6.0333
FRQVP,46.9333,4.8333
FRDEN,50.3167,3.4
FRZPP,47.3833,-0.6
FRQLK,46.0,4.65
FRDDR,43.4833,1.5333
FRDPE,49.9167,1.0833
FR9DS,49.0667,5.4167
FREDU,48.85,6.0667
FRDIJ,47.3167,5.05
FRDNJ,43.8333,4.3167
FRDML,49.6833,4.8
FRDMS,49.0667,3.6333
FRDRZ,48.1,-4.3333
FRDKK,51.0333,2.3833
FRECI,48.35,2.8167
FRUTI,47.0833,4.6167
FREGG,50.0667,1.8667
FR5EP,46.75,4.9
FREP5,47.8667,3.9833
FREHU,49.7167,2.95
FRER4,45.1167,4.8167
FRESB,48.9,2.8167
FRTJX,50.4167,3.5667
FREM2,49.0167,3.3667
FREXS,50.6333,2.7167
FRETA,47.15,6.2667
FREIO,48.6333,2.4667
FRPF4,46.5833,4.8
FREVR,48.6167,2.4333
FREYZ,45.3333,1.95
FRFEC,49.75,0.3833
FRF2V,49.6833,-1.45
FRFUL,49.95,2.8333
FRFEY,45.6667,4.8667
FRSNM,47.2333,5.45
FRYSO,47.3167,4.85
FRFNS,48.9667,1.8667
FRFIE,45.8667,0.55
FRFOP,48.4833,2.7667
FRFTB,50.9,2.0
FRFOS,43.4333,4.9333
FRFUS,47.9,-4.0167
FRFBI,47.45,1.35
FRFDR,42.9667,2.8667
FRFA3,47.3167,1.0833
FRRNY,46.0167,5.9333
FRFAU,50.4333,3.5833
FRF3M,48.9333,2.7333
FRFBL,48.9333,2.9333
FRFMA,49.9667,4.6833
FRGUR,45.0667,-0.6167
FRGVL,48.9333,2.3
FRGXY,46.8833,4.95
FRGHD,48.7167,7.75
FRGAO,46.6667,4.9167
FRG8V,49.7167,4.9167
FRGLO,49.5,0.2333
FRGDS,51.0,2.2833
FRGFR,48.8333,-1.5833
FRGRV,50.9833,2.1333
FRGV6,47.1333,-2.1667
FRGNY,48.65,2.3833
FRG2X,47.6333,-3.4667
FRGBQ,50.6167,2.4833
FRGXE,47.5167,-1.9667
