LOCODE,LAT,LON
ITVSO,42.116666666667,14.716666666667
ITOTN,42.35,14.416666666667
ITPSR,42.46666666666667,14.233333333333333
ITAOI,43.63333333333333,13.5
ITPCS,44.5,12.283333333333
ITCHI,45.233333333333334,12.283333333333333
ITMNF,46.783333333333,13.55
ITTRS,45.65,13.766666666667
ITUGG,45.6,13.766666666666667
SIKOP,45.55,13.733333333333
SIPIR,45.533333333333,13.566666666667
HRUMG,45.416666666666664,13.516666666666667
HRROV,45.083333333333336,13.633333333333333
HRPUY,44.86666666666667,13.833333333333334
HRRAS,45.06666666666667,14.066666666666666
HRRJK,45.333333333333336,14.4
HRBAK,45.3,14.516666666666667
HROMI,45.21666666666667,14.55
HRSEN,44.983333333333334,14.9
HRZAD,44.11666666666667,15.233333333333333
HRSIB,43.733333333333334,15.883333333333333
HRSPU,43.5,16.45
HRDUR,43.43333333333333,16.633333333333333
HRPLE,43.05,17.433333333333334
HRKOR,42.95,17.116666666666667
HRDBV,42.65,18.083333333333332
GRCFU,39.61666666666667,19.916666666666668
GRPVK,38.95,20.75
GRARM,38.18333333333333,20.483333333333334
GRMEL,38.36666666666667,21.433333333333334
GRITA,38.43333333333333,22.416666666666668
GRAEN,38.25,22.083333333333332
GRGPA,38.233333333333334,21.716666666666665
GRKAK,37.65,21.316666666666666
GRPIL,35.083333333333336,24.683333333333334
GRKLX,37.03333333333333,22.116666666666667
GRGYT,36.766666666666666,22.566666666666666
GRNAF,37.56666666666667,22.8
GRSPE,37.266666666666666,23.15
GRLAV,37.71666666666667,24.066666666666666
GRMGR,37.966666666667,23.4
GREEU,38.03333333333333,23.533333333333335
GRPER,37.96666666666667,23.55
GRPIR,37.93333333333333,23.616666666666667
GRCLK,38.46666666666667,23.583333333333332
GRALV,38.383333333333,24.05
GRAST,38.53333333333333,21.083333333333332
GRAPY,38.033333333333,23.6
GRLRY,38.56666666666667,23.283333333333335
GRKYM,38.8,23.516666666666666
GRACL,38.88333333333333,22.816666666666666
GRSYS,38.916666666666664,22.616666666666667
GRTSI,39.166666666666664,22.85
GRVOL,39.36666666666667,22.95
GRSKG,40.63333333333333,22.95
GRYER,40.28333333333333,23.45
GRSTI,40.516666666667,23.833333333333
GRKVA,40.93333333333333,24.4
GRPTL,41.016666666666666,25.116666666666667
GRAGT,37.916666666666664,23.116666666666667
GRMJT,39.1,26.55
GRPLM,38.983333333333334,26.366666666666667
GRJKH,38.36666666666667,26.133333333333333
GRKAR,37.8,26.683333333333334
GRSMI,37.75,26.966666666667
GRPYT,37.7,26.95
GRGAV,37.88333333333333,24.733333333333334
GRAND,37.833333333333336,24.933333333333334
GRJMK,37.45,25.333333333333332
GRJNX,37.1,25.383333333333333
GRMLO,36.716666666667,24.45
GRSUD,35.483333333333,24.183333333333
GRRET,35.36666666666667,24.466666666666665
GRHER,35.333333333333336,25.166666666666668
GRJSH,35.2,26.116666666666667
GRANI,35.18333333333333,25.716666666666665
GRKLL,34.93333333333333,24.8
GRKGS,36.86666666666667,27.25
GRKMI,36.95,26.983333333333334
GRPKK,37.13333333333333,26.85
BGBOJ,42.483333333333,27.483333333333
BGVAR,43.183333333333,27.966666666667
ROMAG,43.833333333333336,28.583333333333332
ROBAB,44.166666666666664,28.366666666666667
ROCND,44.18333333333333,28.65
ROMED,44.25,28.266666666666666
ROCEV,44.35,28.016666666666666
ROMID,44.333333333333336,28.616666666666667
ROSUL,45.15,29.666666666666668
ROTCE,45.18333333333333,28.8
ROBRA,45.25,27.983333333333
ROGAL,45.43333333333333,28.05
CYKYR,35.333333333333336,33.333333333333336
CYZER,35.133333333333,32.833333333333
CYLMS,34.68333333333333,33.05
CYLCA,34.916666666666664,33.61666666666667
CYDHK,34.983333333333334,33.75
CYFMG,35.1,33.95
ESCEU,35.9,-5.3166666666667
RERUN,-20.9,55.516666666666666
AT7PZ,48.2,15.516666666666667
ATATK,46.7,13.633333333333333
ATATN,48.21666666666667,14.4
ATAWH,48.38333333333333,15.85
ATBFS,47.416666666666664,13.216666666666667
ATBNN,48.5,16.566666666666666
ATBOE,47.983333333333334,14.75
ATBRI,48.45,15.75
ATBRZ,47.5,9.766666666666667
ATDFC,48.35,14.45
ATDKZ,47.6,16.633333333333333
ATDOF,48.45,15.716666666666667
ATDRA,48.75,-16.65
ATDRO,48.45,15.566666666666666
ATDUE,48.38333333333333,15.516666666666667
ATDWA,48.3,16.566666666666666
ATEBR,47.95,16.4
ATEIN,48.06666666666667,16.783333333333335
ATEPD,48.333333333333336,15.9
ATERL,47.666666666666664,12.166666666666666
ATERM,47.46666666666667,15
ATERO,48.45,15.883333333333333
ATERR,48.6,16.816666666666666
ATETZ,47.28333333333333,11.05
ATEWD,46.68333333333333,15.833333333333334
ATFBZ,46.916666666666664,15.25
ATFG7,48.666666666666664,-162.5
ATFHR,46.93333333333333,16
ATFNA,48.18333333333333,16.433333333333334
ATFPS,47.15,11.35
ATFSU,47.766666666666666,13.216666666666667
ATGA6,46.71666666666667,15.55
ATGDN,47.916666666666664,13.8
ATGFS,48.333333333333336,16.233333333333334
ATGGU,47.833333333333336,16.666666666666668
ATGHH,48.7,16.066666666666666
ATGHJ,48.36666666666667,-154
ATGRN,48.21666666666667,14.833333333333334
ATGSN,47.86666666666667,15.883333333333333
ATHKM,48.45,15.716666666666667
