signaldate,LAT,LON,operation_id,Outlier GPS,In Port,At Sea Anchor,At Sea Adrift,At Sea Voyage
2024-09-12T12:13:00.000000,36.3478345,18.397767,4,0,0,0,0,1
2024-09-12T12:14:00.000000,36.347897666667,18.3931205,4,0,0,0,0,1
2024-09-12T12:15:00.000000,36.347951833333,18.388482333333,4,0,0,0,0,1
2024-09-12T12:16:00.000000,36.347892833333,18.383840833333,4,0,0,0,0,1
2024-09-12T12:17:00.000000,36.347919333333,18.379177833333,4,0,0,0,0,1
2024-09-12T12:18:00.000000,36.347906833333,18.374526666667,4,0,0,0,0,1
2024-09-12T12:19:00.000000,36.347895666667,18.36987,4,0,0,0,0,1
2024-09-12T12:20:00.000000,36.347868166667,18.365199666667,4,0,0,0,0,1
2024-09-12T12:21:00.000000,36.347898666667,18.360534666667,4,0,0,0,0,1
2024-09-12T12:22:00.000000,36.347927666667,18.355905666667,4,0,0,0,0,1
2024-09-12T12:23:00.000000,36.3479515,18.351302,4,0,0,0,0,1
2024-09-12T12:24:00.000000,36.347969166667,18.346690666667,4,0,0,0,0,1
2024-09-12T12:25:00.000000,36.348015666667,18.342072333333,4,0,0,0,0,1
2024-09-12T12:26:00.000000,36.348070166667,18.3374835,4,0,0,0,0,1
2024-09-12T12:27:00.000000,36.348055,18.332817833333,4,0,0,0,0,1
2024-09-12T12:28:00.000000,36.3480975,18.328225333333,4,0,0,0,0,1
2024-09-12T12:29:00.000000,36.348099166667,18.323623833333,4,0,0,0,0,1
2024-09-12T12:30:00.000000,36.348149666667,18.319008666667,4,0,0,0,0,1
2024-09-12T12:31:00.000000,36.348205333333,18.314418833333,4,0,0,0,0,1
2024-09-12T12:32:00.000000,36.3482085,18.309828666667,4,0,0,0,0,1
2024-09-12T12:33:00.000000,36.348236333333,18.305221,4,0,0,0,0,1
2024-09-12T12:34:00.000000,36.348275666667,18.300600833333,4,0,0,0,0,1
2024-09-12T12:35:00.000000,36.348296833333,18.295976,4,0,0,0,0,1
2024-09-12T12:36:00.000000,36.348313,18.291346833333,4,0,0,0,0,1
2024-09-12T12:37:00.000000,36.348331333333,18.286720333333,4,0,0,0,0,1
